user_id,timestamp,text,emotion,age,gender,region
1433c352-f2d7-45d3-bb9a-db6f2b10507a,2025-10-03 18:43:07,Class ahead key meet.,feliz,33,no binario,Oeste
b2d701a8-818e-4801-b2a3-4d3b1b640014,2024-11-12 08:55:02,Might exactly seat art book choice trouble shoulder draw every country cell late pattern understand become listen production.,feliz,35,femenino,Sur
70952dab-222d-4a7d-91de-c5c761423796,2025-04-19 12:54:04,If along argue food shoulder report technology.,sorprendido,46,masculino,Sur
ff0656ec-d60c-4369-9b30-dbd595aa8c24,2025-08-15 08:53:57,And authority concern usually religious claim know language brother.,sorprendido,55,no binario,Norte
6fc6ff65-102b-466a-8676-4fc23474c5a4,2026-01-11 17:59:58,Thank day get ago drug draw month especially Republican show manage.,feliz,24,masculino,Norte
c1bdf41e-7846-4b11-8bb5-064fca1f9eac,2025-10-20 17:43:51,Many which certain something commercial school certainly.,feliz,33,femenino,Centro
929ba375-bb49-40fa-a8f7-a162c59c2b1c,2025-01-27 06:51:30,Rather paper performance save marriage we control rate specific figure area hair morning.,enojado,22,no binario,Sur
a6f787fe-9279-4af2-8ce7-825248bbecde,2025-11-06 14:06:20,Moment hear catch work role write indeed science direction.,enojado,44,femenino,Norte
60c265eb-60fd-4200-8c35-d7f42656dc57,2024-10-07 11:51:17,Wish ground feeling economic give always police both people before career interesting.,enojado,32,femenino,Sur
d2760597-9293-46f8-a5e9-5a2011204d8f,2025-01-10 22:38:49,Himself like take former stuff room wonder truth year.,enojado,46,no binario,Este
cba9a8f0-a4ba-4bf3-a1f7-cbec25713a25,2025-02-13 18:56:32,Well first color fire firm power each wrong.,triste,54,masculino,Oeste
d0db5e91-8350-4970-902a-bbd7b4effab1,2025-07-25 16:03:03,Everyone parent agreement north dream.,neutral,50,no binario,Este
4d2d739a-abd1-4bf3-8be1-096af78a8228,2025-07-27 06:01:15,Would conference media interview carry this thing director win I cause.,neutral,57,masculino,Sur
17a6128c-aad0-429c-b634-f68a5e49dbec,2024-06-09 19:13:17,Environment station international woman leg community.,enojado,53,femenino,Oeste
dcf49f28-6d42-4997-93b5-a77968d41d4e,2024-01-21 09:35:10,Alone enjoy know draw know well.,sorprendido,27,masculino,Norte
34fe379a-b269-4e0c-a7d1-1fea86ceea4e,2024-01-23 07:02:07,Quickly behind by exactly research or training any apply business crime animal front professor.,triste,64,masculino,Sur
e5e84d75-bcc5-4b13-8bb0-65f889fdee6c,2024-01-23 17:37:08,Concern begin clearly raise camera black care describe officer interview along.,neutral,64,femenino,Este
1df707ea-d8d0-4930-ae60-3689d4bc8a85,2024-07-06 08:02:03,Type nation loss four good he movie hope that number tough spend.,enojado,29,femenino,Sur
f3290943-9c53-4285-99ad-1500a30a4e0a,2024-08-27 22:49:33,Despite poor here itself into lawyer town business up.,neutral,52,masculino,Norte
149c9b79-5903-41bd-a38f-c4d0ffd16ecd,2024-02-09 00:26:30,Degree then purpose process describe like.,enojado,48,masculino,Oeste
5b05c6bc-7d6d-4963-9d02-f08c9627b99d,2024-10-23 22:12:00,Wonder test field work.,feliz,36,masculino,Centro
7722fd19-f1f3-483a-baad-b4619faf19f2,2025-05-10 02:07:48,More mother first on.,triste,60,masculino,Este
c26d9da4-ee21-4b7e-aba5-2f7a4ad6b2ed,2024-06-09 19:52:07,Think film center improve bill decision region break strong have low.,neutral,18,femenino,Norte
1783034a-f3f4-43fa-a2b5-969717a0474c,2025-01-13 01:23:55,Tough return bill north card position determine firm care official.,enojado,36,femenino,Oeste
cb2cf3dc-49c1-4cf5-a7a2-f8c50dd39190,2024-11-18 09:42:47,Ready court fear know there range bill.,neutral,65,masculino,Centro
467d50bf-36f0-4c8e-b9e2-d523253e5333,2024-04-05 22:53:22,Another notice worry site citizen learn.,feliz,26,masculino,Norte
8ba06561-2fc5-45f8-b8ee-4da114c4dfca,2024-02-08 14:40:50,Both explain join ago time concern event mean camera report increase exist early again.,triste,27,femenino,Oeste
f0a82ba8-84b6-4de0-93ce-eb2d35bf2b91,2025-03-29 11:51:47,Executive heart study throw culture gas candidate range.,triste,52,no binario,Oeste
a8c621a6-453e-4941-8388-05fe15b9151e,2025-08-08 03:50:46,Note significant left early avoid decade main fund about arm recently.,neutral,40,femenino,Norte
c4804a55-c9a3-4903-b010-f01c68d160ee,2024-03-01 21:07:33,Order itself decade budget nature crime drug society.,enojado,28,masculino,Este
4e23f787-d93e-4d55-b04b-c7f05573afbf,2024-03-04 14:51:20,Imagine work song cover success protect rest not seek network part buy such speak.,sorprendido,23,no binario,Oeste
f1fb1ccb-26af-4dbd-b976-2672c7e2e952,2025-01-26 22:50:12,Dog rest team offer behavior form red only type simply tax.,enojado,39,masculino,Centro
12329bf9-6899-4c19-8a59-1b30550fc9a3,2025-10-10 22:52:06,Difference spring mean up job nation room.,enojado,47,no binario,Este
a6fee2ee-b81f-43b3-8619-81c4fc0e4216,2024-12-30 23:27:39,Very pick democratic character itself real without allow name bring leg home.,enojado,49,no binario,Centro
fa64e0f7-ab84-46fd-a674-4bc5a886897f,2025-11-29 18:20:05,Clearly though yes safe scene back order music include south above act share than soldier company admit free various day.,triste,66,masculino,Este
fe2635ee-8f4e-43b2-a98c-dc8db86ca578,2025-06-20 00:44:35,Against career market decade your forget language choice close less.,neutral,58,no binario,Norte
278de0fa-72b8-4955-ae64-2cc162a94715,2025-05-31 04:46:07,Inside free page nation north.,enojado,26,no binario,Centro
26afe6b6-08d6-4ab9-ae08-85a10f74bf5d,2025-08-29 23:59:18,Yourself suddenly may easy ready pick compare sense everything member property seat animal share door test deep actually manager happy.,enojado,45,femenino,Sur
a3f9e95e-3c53-432f-a58f-20760d998240,2024-11-17 19:45:55,All positive sense once apply purpose hit organization watch sort cost six reason.,sorprendido,62,masculino,Sur
8743205c-002d-4630-9f40-9ae16c855e7d,2025-01-07 22:32:36,Modern reveal fall report behind standard poor free matter determine turn.,triste,34,masculino,Centro
44bdbbbf-f393-49a1-bec4-4f9c868cc575,2025-08-30 09:09:04,Left impact wide none travel local.,triste,45,no binario,Norte
5b6de8cf-1eb2-4ce8-8908-bc711f271d23,2024-02-02 23:47:19,Kind remain him this record herself ten cost training produce manage cause air.,feliz,28,no binario,Centro
3df87461-1f02-45b1-94ed-f3bc3da86a82,2025-02-23 20:38:29,Carry how partner voice near morning your once.,triste,53,no binario,Norte
16c55bc9-c8e1-4ec4-b72f-4de5dafb3983,2025-11-17 18:53:54,Might detail third first nice operation drug plan camera structure bill majority.,feliz,37,no binario,Norte
c115a21c-58ee-4aae-9266-6f74f5b63a87,2024-05-07 17:22:01,Billion difficult large when case exactly assume his language.,sorprendido,58,femenino,Oeste
15964873-74aa-49a9-b481-e0b7ec2198fa,2025-05-08 00:07:42,Number agency sell throughout institution possible section owner.,sorprendido,37,no binario,Centro
8544d0cf-00fd-440e-8aab-5c57c0f380f8,2025-11-01 16:39:39,Right name college bar activity population six enough after try lead teacher bag reality reduce.,neutral,64,femenino,Oeste
abc25dab-5fff-4606-80cd-29fce5cec683,2025-03-26 12:38:10,Past far especially wife during answer entire message.,enojado,58,no binario,Sur
f85be1fd-b722-4ea3-ab5a-0436a7006111,2025-05-08 09:07:18,Certainly turn treatment career international couple show.,sorprendido,35,masculino,Este
001273bb-9652-4295-946f-cf9def8b83b6,2025-08-09 02:56:06,On strategy wide boy interview political peace.,feliz,54,masculino,Oeste
c7c3a814-202f-4d8e-91f1-5cbd81004cba,2024-09-22 17:34:27,News truth police evidence assume gas sell network foreign late perform enough.,sorprendido,26,femenino,Centro
2d420fc5-dc77-4ebd-9234-aeab50514a65,2025-06-17 05:41:53,Audience term put particularly else peace artist success glass.,feliz,26,femenino,Sur
623e3f5b-816e-4d38-ab0c-0fb5ad138298,2025-03-23 06:24:51,Yeah success lay open employee account worry religious central final company young.,feliz,41,no binario,Oeste
ef62f595-6575-4c97-bb38-e7d893daff6f,2024-03-09 23:33:58,Success question positive travel step decade whom.,sorprendido,57,no binario,Centro
49f5bed1-40ed-481e-b3ed-1c1360cccdf9,2024-10-21 03:46:07,Suddenly number source painting sell happen population.,sorprendido,55,masculino,Norte
9e574f87-56e1-413d-a708-3cd9a9807958,2025-08-05 18:11:46,Discover statement miss day friend play voice discover west character.,neutral,44,no binario,Centro
a38e8faa-9a31-4509-beb1-2bd5f7275b5d,2025-02-23 20:24:06,Whatever network top ahead pressure always.,sorprendido,18,masculino,Este
2a170109-b2ad-4b42-9886-8fd0b54bcf92,2024-09-26 11:52:08,Agency pick that brother.,enojado,20,no binario,Norte
b9dcacfd-eed3-4955-8370-6c09ca0108f4,2025-04-14 05:05:46,Heavy believe energy large help machine station speech time student.,neutral,42,masculino,Sur
