user_id,timestamp,text,emotion,age,gender,region
ea1e733e-4885-4dcb-98b8-1ddbda9d4cc8,2024-10-14 16:17:13,"I am frustrated because it is mad, stupid and irritated! Unacceptable!",enojado,40,masculino,Este
d9ce6989-9f1d-4021-b239-1d38dcd3e61b,2024-07-28 15:06:53,This is terrible. This is awful,triste,66,femenino,Norte
5a68b4ae-b9d7-41c6-ac41-190671842b61,2024-01-21 22:25:34,I am furious! So frustrated!,enojado,20,femenino,Este
0f16e333-893a-4572-b3bc-9fcd79dada65,2025-10-14 17:30:46,This is normal. Everything feels common and typical. I think this is standard and average. Just fine.,neutral,61,masculino,Norte
e1480809-9b62-44be-85b2-0627bc0df8f3,2024-10-17 23:49:39,"I am stunned because it is unbelievable, surprised and wow! I cannot believe it!",sorprendido,59,masculino,Oeste
29476b0d-2ca4-4822-84b9-ea536bec1b38,2024-02-09 21:30:15,"This is typical because it is typical, adequate and normal.",neutral,41,femenino,Este
af081a69-6b8b-48e2-bfb8-0c2e33cbd7bc,2025-02-23 16:07:43,I hate this!,enojado,66,no binario,Sur
41c9a68c-fdec-4ed6-a9dc-2b7738404926,2025-03-08 05:02:17,I am outraged. Everything feels livid and unacceptable. I think this is furious and outraged! I hate this!,enojado,23,femenino,Centro
84919c19-8e76-49d6-ad6e-b11ec8215427,2024-07-02 16:26:18,This makes me smile. Everything feels cheerful and smile. I think this is great and fantastic! :),feliz,58,masculino,Este
c98c89cc-60fe-4632-8b3e-e415ac31c147,2024-08-16 14:24:18,This hurts. Everything feels sad and devastating. I think this is crying and miserable. :(,triste,27,femenino,Sur
0ce7d132-f02e-414b-b4bd-1957271ffffa,2025-01-24 15:00:32,"This is typical because it is usual, common and moderate. Pretty normal.",neutral,51,masculino,Centro
266dff34-32b5-49e5-a7f4-842e4e7a7fef,2025-11-11 23:30:39,This is wonderful! 😊,feliz,61,masculino,Norte
93a2c7d5-061e-4ae2-8de3-735d2ef28ef3,2024-07-06 06:59:41,This is wonderful! I love it!,feliz,34,no binario,Sur
dd83fb6d-6a64-417c-aae6-090c853c991a,2024-07-02 02:03:15,"This is devastating because it is terrible, depressed and painful. I feel terrible",triste,45,masculino,Este
405943ff-3958-41bb-beb2-a16b07110ca4,2025-12-01 02:54:58,Wow this is! What a shock!,sorprendido,18,femenino,Este
e630ba85-a98c-47c5-be3a-02262eed10cf,2024-12-03 13:55:42,What a shock. Everything feels unbelievable and shocked. I think this is incredible and fascinating! I cannot believe it!,sorprendido,20,femenino,Norte
80306d74-1dd8-43b0-b4d7-613095663302,2025-12-16 04:34:54,"I am heartbroken because it is heartbroken, depressed and upset. Very disappointing",triste,66,masculino,Este
7d32b7ff-ca5c-4758-97bb-fc07b6110e82,2024-10-08 13:43:37,I am outraged! I hate this!,enojado,22,femenino,Sur
e5189452-2d73-4d9a-a49e-1ffd39fa7a9c,2024-04-05 09:07:38,"I feel amazing because it is thrilled, pleased and joy! I love it!",feliz,43,no binario,Centro
86df76e0-ad5f-471f-9599-46e450ad0b12,2024-05-01 21:12:27,This is devastating. Everything feels devastating and crying. I think this is upset and depressed. :(,triste,44,masculino,Norte
128cf6c6-02de-492a-9196-67ab40a38b76,2024-01-25 19:32:13,I feel incredible. Everything feels joy and wonderful. I think this is excited and brilliant! 😊,feliz,30,femenino,Centro
c31d6989-0200-4846-98a6-248e383ba3f6,2025-12-21 11:50:55,I feel down. I feel terrible,triste,59,masculino,Este
c9be8913-f83f-42cd-a23b-45a1e4383f24,2025-08-14 10:55:45,I am furious! This is ridiculous!,enojado,54,femenino,Norte
561e67ed-2349-41d3-8bee-cb04b4a93472,2024-05-12 09:57:15,"What a great day because it is cheerful, happy and amazing! This is great!",feliz,55,femenino,Norte
68823c1f-69fc-4789-ab09-51fa9d92fdcf,2025-08-19 17:28:40,This is incredible! Wow!,sorprendido,44,no binario,Centro
a578eadb-7a49-4e0f-a14b-4597597ce9fd,2025-09-01 11:03:55,I am outraged. Everything feels hate and frustrated. I think this is irritated and ridiculous! I hate this!,enojado,52,masculino,Oeste
4e00b1c9-e667-47ab-a43f-f47e949e24dc,2025-06-19 15:54:43,I am frustrated! This is ridiculous!,enojado,28,femenino,Centro
c875e33a-e444-4369-9732-bc5671b31d4b,2025-01-11 01:33:12,"Wow this is because it is fascinating, mind-blowing and amazed! Wow!",sorprendido,19,masculino,Sur
bfc1bd1a-0329-47f4-89c5-42f1820e9a88,2025-12-21 16:53:29,"It is acceptable because it is common, normal and acceptable. Just fine.",neutral,43,no binario,Centro
35547325-c07e-4e34-a97a-c4a41f583a1c,2025-04-20 06:28:40,"I cannot believe this because it is remarkable, fascinating and mind-blowing! Wow!",sorprendido,21,no binario,Este
8601165f-971c-429e-bbbf-88c86880b952,2025-09-26 05:07:28,This is standard. It is okay.,neutral,44,no binario,Oeste
22a70110-02f0-42b1-870a-5ba3abd6babc,2025-11-19 18:43:48,It is adequate. Everything feels reasonable and acceptable. I think this is fine and usual. Just fine.,neutral,40,femenino,Este
0297994d-a1f4-4022-a673-e70611920ae5,2025-11-30 19:03:09,I feel amazing. Everything feels smile and love. I think this is amazing and ecstatic!,feliz,22,no binario,Este
4470d185-9402-464e-a6b0-5f17f27c6ffd,2025-02-19 17:24:25,"I cannot believe this because it is extraordinary, remarkable and unexpected! I cannot believe it!",sorprendido,60,masculino,Norte
32dbdab9-4759-4ae4-8211-40339cca2503,2024-02-14 17:43:11,I am so angry. Everything feels unacceptable and ridiculous. I think this is infuriating and upset!,enojado,33,masculino,Norte
7d746bd8-4132-4c3f-802a-313337ed7ef0,2025-07-12 02:15:51,I am so happy! This is great!,feliz,36,femenino,Sur
9484f467-4b80-4096-af47-bb15dc19e92f,2025-03-30 09:44:05,"This is stupid because it is furious, stupid and hate! Unacceptable!",enojado,64,femenino,Norte
c390d783-8d3d-4ed1-8c8e-359d1b851f96,2024-03-08 02:50:26,"This is terrible because it is crying, sad and depressed. Very disappointing",triste,19,masculino,Este
e552af83-d4ca-41bb-807b-6cab89224221,2024-11-22 16:20:16,"I am astonished because it is amazed, shocked and mind-blowing! I cannot believe it!",sorprendido,68,masculino,Este
cd37a49d-0a7c-4cfc-8f86-aa6a4f0241ca,2024-10-23 10:06:48,"This is normal because it is normal, fine and standard. Pretty normal.",neutral,38,masculino,Norte
0e1bf761-6712-4f68-9a83-dfd7643388da,2024-06-17 18:12:12,This is devastating. Very disappointing,triste,18,masculino,Este
98089547-a9ed-4108-a9ef-9c9766a1a5cd,2024-04-22 17:54:26,What a shock. Everything feels fascinating and incredible. I think this is remarkable and extraordinary! What a shock!,sorprendido,50,masculino,Sur
60ef2ec1-9c01-49e3-82ae-4b1ba4981b1f,2025-12-09 02:16:41,I feel amazing. Everything feels cheerful and excited. I think this is pleased and ecstatic!,feliz,56,masculino,Oeste
590e2c78-5a4c-4192-942a-0e93e8bdcaf4,2025-01-10 03:40:32,How fantastic! This is great!,feliz,50,no binario,Sur
45fd2f16-0292-47a7-9c5b-dd58d1aaf1ff,2025-03-31 11:17:34,This is incredible! What a shock!,sorprendido,48,no binario,Centro
636eeb29-c054-4f7b-8e36-36ca031ff624,2025-10-14 09:45:01,This makes me mad! This is ridiculous!,enojado,29,masculino,Centro
c7e1c316-b013-42bb-8a59-2d1eb67a7a79,2024-03-15 18:20:02,I am astonished. Everything feels remarkable and shocked. I think this is stunned and unexpected!,sorprendido,44,no binario,Norte
1e72d75a-ce53-4b5b-b554-f6bf0b8b675c,2025-03-04 12:04:05,I cannot believe this. Everything feels amazed and incredible. I think this is extraordinary and astonished! I cannot believe it!,sorprendido,48,femenino,Sur
f281622d-9cb3-480a-bfb2-7dffad6cf270,2025-01-06 13:25:43,This is stupid. Everything feels frustrated and outraged. I think this is disgusting and hate! This is ridiculous!,enojado,33,no binario,Oeste
65487a54-7f9c-4cc8-b1e5-c1d271809f74,2025-09-22 14:13:06,I am frustrated. Everything feels upset and infuriating. I think this is disgusting and ridiculous! I hate this!,enojado,23,masculino,Norte
e6b4d0de-16f4-47f6-9bfc-7dd71235aa66,2025-07-04 08:35:54,What a great day. Everything feels happy and great. I think this is love and pleased! I love it!,feliz,21,masculino,Sur
92cb183b-d184-47f3-88c3-9ee89c41a01a,2025-02-23 03:12:55,"It is average because it is sufficient, common and regular. It is okay.",neutral,65,no binario,Centro
66f189ac-d2c4-493f-bc8c-06878538678e,2025-08-22 22:41:23,"This is terrible because it is hurt, unfortunate and terrible. :(",triste,56,no binario,Centro
b78135ca-4e38-4a9f-8b23-d928d99870ae,2024-03-01 12:56:31,"This is typical because it is standard, regular and adequate. Nothing special.",neutral,60,no binario,Sur
4871d334-9763-4e6c-bfea-1abca5838ddd,2024-07-13 15:43:37,This is amazing! I cannot believe it!,sorprendido,23,femenino,Oeste
79b0452d-4486-4bc4-a327-fe93b44d771e,2025-04-01 04:14:16,I feel incredible. Everything feels ecstatic and love. I think this is delighted and happy! 😊,feliz,41,masculino,Centro
12f6b4ac-cce5-4d4b-9bd9-5dbf5283413a,2024-09-23 19:08:28,"It is fine because it is standard, acceptable and typical. It is okay.",neutral,48,no binario,Oeste
21034d8c-40a2-44ec-acb7-a30ae28da019,2025-08-13 18:26:13,It is average. Nothing special.,neutral,28,femenino,Oeste
24707927-0b1d-4d58-b339-0ddf0396898f,2025-05-02 16:34:25,"I am so angry because it is upset, mad and annoyed!",enojado,18,masculino,Oeste
0604f7d5-4523-4c12-92ba-b11fde6bbb50,2024-12-14 09:05:14,"I feel down because it is terrible, depressed and hurt. :(",triste,51,masculino,Oeste
fd1db882-03a2-4cd3-a863-16f1ef4b56ab,2024-05-18 22:29:44,This is amazing!,sorprendido,43,no binario,Centro
eb0d78f4-1208-498e-815f-5f82f10c6921,2024-12-17 06:50:59,"I am so angry because it is upset, unacceptable and ridiculous!",enojado,31,femenino,Oeste
d53bbea4-1581-41e8-975c-2860ea2cab95,2024-11-19 04:39:29,What a shock!,sorprendido,65,masculino,Norte
e63c0614-f54b-4943-a353-123aa30298d9,2025-04-30 11:21:43,It is average. Everything feels moderate and common. I think this is okay and adequate. It is okay.,neutral,49,no binario,Oeste
79f9c670-b2af-4701-8f40-6d52823244b0,2025-11-12 15:57:07,I am so angry. Everything feels irritated and infuriating. I think this is stupid and livid! So frustrated!,enojado,68,no binario,Sur
d1ab8c2a-d6c6-4fb8-9e3e-5b64c0a54fa0,2024-06-02 00:49:08,I am so angry! This is ridiculous!,enojado,29,masculino,Este
051b36a2-35d1-45c3-bc77-32f741dc83f0,2025-08-12 23:12:27,This is ridiculous. Everything feels disgusting and irritated. I think this is unacceptable and ridiculous! So frustrated!,enojado,69,masculino,Este
bf520495-7955-4101-9881-f4dc0823bff2,2025-03-31 10:05:59,This is incredible!,sorprendido,55,masculino,Este
4202c24e-847f-445e-bf26-834e5eeedc65,2025-06-13 19:27:09,This makes me cry. Everything feels sad and painful. I think this is upset and lonely...,triste,47,femenino,Norte
8fa1656f-6b62-4daa-a172-bbb62b274b00,2025-03-27 13:45:07,What a shock. Everything feels shocked and wow. I think this is surprised and extraordinary! I cannot believe it!,sorprendido,34,masculino,Sur
f6d024cf-0e77-4833-aba5-72282afdd358,2024-10-31 16:54:31,"It is adequate because it is acceptable, fine and adequate. Just fine.",neutral,69,femenino,Este
0a00c4be-547f-4b7f-a973-b57404112eff,2024-12-06 02:39:36,What a shock! What a shock!,sorprendido,50,femenino,Oeste
4bbe59a0-5e78-422d-99b4-dba2f7669c89,2024-04-24 09:48:52,It is average. Everything feels reasonable and normal. I think this is typical and okay. Just fine.,neutral,42,masculino,Oeste
3c2b910c-3d49-4185-8e6a-5eab45c5f078,2024-09-01 12:30:59,I am thrilled! :),feliz,46,masculino,Centro
81d57c56-8b85-41a1-8146-72aa6a6521ad,2025-04-19 17:57:56,This is typical. Everything feels common and moderate. I think this is typical and average.,neutral,51,masculino,Sur
27f73cc3-2d04-4b59-9149-3cd7d30b02cf,2024-02-27 13:07:00,I am so happy! 😊,feliz,40,masculino,Este
e1d7c08d-b044-4a5c-b391-599e74a8eba1,2025-01-23 11:08:36,I hate this. Everything feels pissed and ridiculous. I think this is annoyed and frustrated! This is ridiculous!,enojado,31,masculino,Norte
dc0314d6-c84a-4b29-9862-39cb8f61bcea,2025-01-05 15:19:15,What a shock. Everything feels surprised and amazed. I think this is stunned and extraordinary!,sorprendido,55,no binario,Centro
455dcb91-a1ac-4da3-80fe-39b1c421cbdd,2025-08-11 21:54:14,"This makes me smile because it is thrilled, delighted and smile! I love it!",feliz,35,no binario,Norte
d0dcf536-514e-4523-9062-d93b55a4f097,2025-05-19 16:55:53,"This is wonderful because it is fantastic, pleased and great! This is great!",feliz,29,no binario,Este
633193c7-eb35-4137-b274-431854726844,2025-09-21 16:31:37,I hate this! I hate this!,enojado,20,masculino,Sur
281e69b5-d592-4a51-b465-01a11bbf7c89,2024-11-13 17:25:11,I feel amazing! This is great!,feliz,61,femenino,Norte
904304ef-d52a-4dc0-b881-673b8de6124a,2025-05-11 04:16:48,I am so sad. Everything feels down and miserable. I think this is lonely and devastating. This is awful,triste,66,masculino,Centro
93d147cb-edfc-4b37-b048-e9fbf2d04e08,2024-02-05 11:39:30,"I am furious because it is ridiculous, hate and frustrated! I hate this!",enojado,26,femenino,Oeste
c64ca97b-ef34-4435-883b-dd62b7232e8f,2024-09-05 03:27:33,I am thrilled. Everything feels perfect and delighted. I think this is love and excited!,feliz,51,masculino,Este
e70bafa2-3c9c-4c79-8e6d-9094c1ca784b,2025-04-16 11:19:15,"I hate this because it is pissed, ridiculous and unacceptable! This is ridiculous!",enojado,36,femenino,Oeste
