user_id,timestamp,text,emotion,age,year,month,day,day_of_week,hour,gender_masculino,gender_no binario,region_Este,region_Norte,region_Oeste,region_Sur,text_clean,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69
eebedd06-dcc4-4002-9aa7-f532121a5400,2025-06-09 14:00:54,It seems happy!,feliz,0.6350271492675778,0.8678207974368346,-0.12876834794148648,-0.7808477032017469,-1.4318324650146472,0.3633280787360587,1.0,0.0,0.0,0.0,0.0,0.0,it seems happy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8334394015051668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376640543061242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43744914041321453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fae8d31d-08f3-4e15-bef9-384773ad739f,2026-01-15 12:23:43,It went well!,feliz,1.465882223722704,2.73410208224756,-1.5675208389078166,-0.09606043608206631,0.03295778052463377,0.07658444540276663,0.0,0.0,0.0,0.0,0.0,0.0,it went well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293442211013143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6239369908540979,0.7242888237710503,0.0,0.0,0.0,0.0,0.0
3b6aa695-a84a-4e5f-818a-dcee3ca29f80,2024-01-21 00:28:07,It is what it is. Okay.,neutral,-0.6804933852863722,-0.9984604873738908,-1.5675208389078166,0.5887268310376143,1.4977480260639147,-1.6438773545969858,0.0,1.0,0.0,1.0,0.0,0.0,it is what it is okay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42339671818659536,0.4668422586207936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39907797644960585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6659807004017043,0.0,0.0,0.0,0.0
29133a34-6301-4126-b82b-bd1f3165ef4a,2025-08-03 06:57:40,Seems quite hurt. Bad.,triste,-1.2343967682564563,0.8678207974368346,0.44673264844504557,-1.4656349703214273,1.4977480260639147,-0.7836464545971096,1.0,0.0,0.0,0.0,1.0,0.0,seems quite hurt bad,0.0,0.0,0.0,0.0,0.0,0.0,0.39209207759256376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816460853922917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4806817754047065,0.0,0.0,0.0,0.3880302149991556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714af052-4fa8-4eed-b59d-73a6e0f94108,2025-10-10 06:37:02,It looks excited. Nice.,feliz,0.4273133806537962,0.8678207974368346,1.0222336448315776,-0.6667164920151334,0.5212211957043941,-0.7836464545971096,0.0,1.0,0.0,1.0,0.0,0.0,it looks excited nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949328654555552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901491798069375,0.0,0.0,0.44388773846132806,0.0,0.0,0.0,0.0,0.48563920930128807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1afcb6f-1140-42fd-8e07-dd8318768f00,2025-12-01 06:50:34,How unexpected!,sorprendido,-1.5805863826127589,0.8678207974368346,1.5977346412181097,-1.6938973926946543,-1.4318324650146472,-0.7836464545971096,1.0,0.0,0.0,0.0,1.0,0.0,how unexpected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804153128435164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252614968789909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0de604a7-6abe-49fa-bea8-797cd2ffb81e,2024-02-23 15:15:32,I think it is well and bright.,feliz,-1.0959209225139352,-0.9984604873738908,-1.2797703407145506,0.816989253410841,0.5212211957043941,0.5066998954027048,1.0,0.0,1.0,0.0,0.0,0.0,i think it is well and bright,0.0,0.0,0.2541121667968872,0.0,0.0,0.0,0.0,0.6167042403551896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22660269096980382,0.2498548229541807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398862243945589,0.0,0.0,0.0,0.0,0.0,0.0,0.5312584915652526,0.0,0.0,0.0,0.0,0.0,0.0
d95efac6-0af1-41c0-8efe-9a2e31c5b9f6,2025-08-01 06:01:50,Seems quite outraged. Bad.,enojado,0.7735029950100988,0.8678207974368346,0.44673264844504557,-1.6938973926946543,0.5212211957043941,-0.7836464545971096,0.0,0.0,0.0,0.0,1.0,0.0,seems quite outraged bad,0.0,0.0,0.0,0.0,0.0,0.0,0.3860412293532987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935686152880919,0.0,0.0,0.4732637921283988,0.0,0.0,0.0,0.3820420502863529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e52c859-fba9-41ed-9454-4fedb8433590,2024-06-23 00:16:41,Everything is amazing!,sorprendido,1.465882223722704,-0.9984604873738908,-0.12876834794148648,0.816989253410841,1.4977480260639147,-1.6438773545969858,0.0,0.0,0.0,1.0,0.0,0.0,everything is amazing,0.0,0.7782255727148027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5474298058124275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30771019755751533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542758e6-366e-4dcb-b6c5-f2c69d36ec89,2024-05-20 01:01:47,I feel good and fine.,feliz,-1.2343967682564563,-0.9984604873738908,-0.41651884613475254,0.4745956198510008,-1.4318324650146472,-1.5005055379303398,1.0,0.0,0.0,0.0,1.0,0.0,i feel good and fine,0.0,0.0,0.3696064618259138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560710727712689,0.6602991940165372,0.0,0.46839642861459196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e784508c-b404-4188-8536-70ecb1da9d03,2025-01-16 03:42:15,It seems outraged! Wrong!,enojado,0.6350271492675778,0.8678207974368346,-1.5675208389078166,0.01807077510454711,0.03295778052463377,-1.2137619045970478,0.0,0.0,0.0,0.0,0.0,0.0,it seems outraged wrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037057988477614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142892047395364,0.0,0.0,0.0,0.0,0.0,0.0,0.39345568161666256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926929534125398
